Dealer Code,Name,City,State,Pincode,Fuel Price,Latitude,Longitude
100107,A. R. DOSHI,RASHIN,Maharashtra,414403,91.26,18.43524,74.922858
100108,ADARSH AUTOMOBILES,PUNE,Maharashtra,411014,90.35,18.562112,73.924628
100110,"ALFA SERVICE STATION, NAIGAON",NAIGAON,Maharashtra,412201,90.24,18.488631,74.085941
100111,"ALFA SERVICE STATION, WAKDEWADI",PUNE,Maharashtra,411012,,18.5374,73.850731
100112,AMIT SERVICE CENTRE,BHOR,Maharashtra,412206,90.78,18.143793,73.853754
100113,ANANT OIL AGENCIES,RAHURI,Maharashtra,413705,90.88,19.388868,74.64786
100114,ASHISH PETROLEUM,MORGAON,Maharashtra,412304,90.74,18.274073,74.318008
100116,ASHOK PETROLEUM,YAWAT,Maharashtra,412214,90.4,18.474773,74.273983
100118,DESHMUKH PETROLEUM,PUNE,Maharashtra,411009,90.35,18.488571,73.857154
100119,"BHARAT PETROL DEPOT, NAVI PETH",PUNE,Maharashtra,411030,90.35,18.50784,73.843903
100120,"BHARAT PETROL DEPOT, TILAK TOAD",PUNE,Maharashtra,411030,90.35,18.502366,73.856892
100121,BHAGAVATIPUR VK SSK LTD.,KOLHAR,Maharashtra,413710,91.04,19.545573,74.532218
100124,RAJENDRA FUEL CENTRE,LONI KALBHOR,Maharashtra,412201,90.24,18.488943,74.035853
100125,D. G. MUTHA,SIRUR,Maharashtra,412210,90.93,18.828422,74.371085
100126,DATTA AUTOMOBILES,KHED SHIVAPUR,Maharashtra,412205,90.49,18.336566,73.853374
100127,"DEEPAK PETROLEUM, KURDUWADI",KURDUWADI,Maharashtra,413208,91.15,18.092348,75.413319
100130,FAMOUS AUTO CENTRE,PUNE,Maharashtra,411005,90.35,18.527304,73.842575
100132,HARIKISON AUTO SERVICE,AHMEDNAGAR,Maharashtra,414001,90.5,19.084855,74.735008
100133,HUTATMA RAJGURU SERVICES,CHANDOLI,Maharashtra,422201,90.66,18.843187,73.881303
100134,JAIHIND HIGHWAY SERVICE STATION,PUNE,Maharashtra,411019,90.41,18.638711,73.795854
100135,JANATA AUTOMOBILES,PUNE,Maharashtra,411002,90.35,18.515519,73.86773
100136,GHUMATKAR PETROLEUM,RAJGURUNAGAR,Maharashtra,410505,90.71,18.860443,73.890524
100137,"K.B. LAHOTI, SANGAMNER",SANGAMNER,Maharashtra,422101,91.31,19.56954,74.212357
100139,KANCHAN SERVICE STATION,PUNE,Maharashtra,411001,,18.515545,73.867699
100143,MANAKCHAND & SONS,AHMEDNAGAR,Maharashtra,414001,,19.097289,74.745947
100144,MEHROFI TRADERS,PUNE,Maharashtra,411016,,18.532671,73.842569
100146,MOHANISH AUTO CENTRE,PUNE,Maharashtra,411001,90.35,18.534497,73.87922
100149,NUSSERWAN PETROL SERVICE STATION,PUNE,Maharashtra,411043,90.35,18.468693,73.858048
100151,"OZA BROTHERS, SANGAMNER RD.",SHRIRAMPUR,Maharashtra,413709,91.16,19.619928,74.651078
100153,"PREMCHAND LAXMICHAND & SONS,KEDGAON",KEDGAON,Maharashtra,412203,90.57,18.453554,74.3781
100154,"PREMCHAND LAXMICHAND & SONS, DAUND",DAUND,Maharashtra,413801,90.83,18.467053,74.57292
100157,PREMIER SUPPLY CO.,PUNE,Maharashtra,411030,90.35,18.513125,73.844741
100160,RELIABLE PETROLEUM,BHANDGAON,Maharashtra,412203,90.45,18.460294,74.3476
100161,ROSHANI SERVICES,PUNE,Maharashtra,411001,90.35,18.539237,73.885772
100162,S. G. DATE & CO.,BARAMATI,Maharashtra,413102,91.02,18.154142,74.570819
100163,SHREE SADGURU SERVICE STATION,PUNE,Maharashtra,411005,90.35,18.526578,73.850827
100164,SARASWATI AUTO SERVICES,PUNE,Maharashtra,411009,90.35,18.499966,73.86603
100165,SELECT AUTOMOBILES,PUNE,Maharashtra,411004,90.35,18.510031,73.833517
100167,"SHAH DHARSHI JIWAN & CO., AKLUJ",AKLUJ,Maharashtra,413101,91.5,17.892905,75.015645
100168,"SHAH DHARSHI JIWAN & CO., INDAPUR",INDAPUR,Maharashtra,413106,91.38,18.110333,75.02177
100169,"SHAH DHARSHI JIWAN & CO., BHIGWAN",BHIGWAN,Maharashtra,413105,91.01,18.3075,74.751055
100170,S.M.S.M.P. SSK LTD,AKLUJ,Maharashtra,413118,91.5,17.885149,75.0213
100171,SHRI SHANKAR SSK LTD.,SADASHIVNAGAR,Maharashtra,413111,91.6,17.872866,74.83879
100172,SHRIGONDA FARM FUEL CENTRE,SHRIGONDA,Maharashtra,413701,90.97,18.607998,74.690595
100173,SHOLAPUR MOTOR STORES,PUNE,Maharashtra,411005,,18.52524,73.853516
100174,TEKAWADE SERVICE STATION,PUNE,Maharashtra,411028,90.35,18.499227,73.94905
100177,TOP UP CENTRE,AHMEDNAGAR,Maharashtra,414001,90.5,19.108995,74.7456
100178,U.P. GUJAR,SHIKRAPUR,Maharashtra,412208,90.59,18.692137,74.131504
100180,"VARDHAMAN PETROL DEPOT, WARJE",PUNE,Maharashtra,411058,90.35,18.483096,73.802343
100182,WESTERN TRANSPORT AGENCY,KATRAJ,Maharashtra,411046,90.34,18.423198,73.860225
100211,POHEGAON KHURD VIVIDH KARYAKARI,POHEGAON,Maharashtra,423109,90.83,19.835316,74.42126
100212,SHREE SERVICE STATION,WAGHOLI,Maharashtra,412207,90.41,18.58245,73.987181
100632,J.B. HIGHWAY,MANGALORE,Karnataka,575010,90.17,12.940391,74.81609
100633,JANATHA FUELS,MANGALORE,Karnataka,575013,90.21,12.914734,74.834318
100634,M.A. KRISHNA NAYAK & CO (BC ROAD),BANTWAL,Karnataka,574211,90.33,12.882507,75.028353
100635,M.A. KRISHNA NAYAK & CO (BALMATTA),MANGALORE,Karnataka,575001,90.21,12.873598,74.851293
100638,M.A. KRISHNA NAYAK & CO(ULLAL),ULLAL,Karnataka,575022,90.26,12.791806,74.858018
100639,M.A. KRISHNA NAYAK & CO(KODAILBAIL),MANGALORE,Karnataka,575001,90.21,12.874438,74.839956
100640,M.A. KRISHNA NAYAK & CO(MULKI),MULKI,Karnataka,574154,90.17,13.082839,74.789456
100641,K.B. MALLA & COMPANY,BELTHANGADY,Karnataka,574214,90.7,12.991595,75.283213
100642,M.MANJAPPA SHETTY,MOODBIDRI,Karnataka,574227,90.34,13.067687,74.993758
100643,UNITED MOTORS,MANGALORE,Karnataka,575001,90.21,12.868147,74.851948
100645,K. VASUDEV KAMATH,JALSOOR,Karnataka,574239,90.97,12.59433,75.336057
100646,CANARA SALES CORPORATION (KARKALA),UDUPI,Karnataka,574104,90.54,13.212886,74.99724
100647,M.R. KARNAD & SONS,UDUPI,Karnataka,575001,90.48,13.342,74.747437
100648,KRUPA MOTORS & FUELS,HEBRI,Karnataka,576112,90.84,13.456686,74.984247
100650,RAJALAKSHMI SERVICE STATION,KOTESHWAR,Karnataka,576222,90.77,13.587445,74.698391
100651,RAJANI FUEL CENTER,TALLUR,Karnataka,576230,90.82,13.651783,74.706364
100652,S.G. ENTERPRISES,BAINDOOR,Karnataka,576216,91.11,13.853566,74.630388
100656,ASHITHA ENTERPRISES,GUNDMI,Karnataka,576218,90.7,13.478068,74.713168
100661,SYAMNUR SERVICE STATION,CHIKMAGALUR,Karnataka,577101,91.68,13.325922,75.774576
100663,N.K.LINGE GOWDA & SONS,MUDIGERE,Karnataka,577132,92.05,13.137424,75.640737
100664,SHANKAR MILLS (KOPPA),KOPPA,Karnataka,577126,91.58,13.5353,75.366082
100665,SHANKAR MILLS (BALEHONNUR),BALEHONNUR,Karnataka,577112,91.77,13.350956,75.465471
100666,SHARDAMBA SERVICE STATION,SHRINGERI,Karnataka,577139,91.23,13.420942,75.247567
100668,S.B.GOWDAIAH,HASSAN,Karnataka,573201,90.79,13.002788,76.107935
100670,B M CHANDRASHEKHAR,SAKLESHPURA,Karnataka,573134,91.0,12.946287,75.787549
100671,K.C.YOGISH,CHANNARAYAPATNA,Karnataka,573116,91.04,12.905994,76.387218
100672,L.M.GHOUSE,BELUR,Karnataka,573115,91.34,13.170643,75.875947
100673,K.VENKATSWAMY & CO ( ARSIKERE),ARSIKERE,Karnataka,573103,91.09,13.317116,76.253629
100674,SRI LAKSHMI SERVICE STATION,SHRAVANABELAGOLA,Karnataka,573135,91.14,12.861863,76.479087
100675,CANARA SALES CORPORATION,MADIKERI,Karnataka,571201,91.95,12.418279,75.740407
100676,P.S. THIMMAIAH & CO,GONIKOPPAL,Karnataka,571213,92.17,12.184383,75.922486
100677,GANESH FUELS,MURNAD,Karnataka,571252,91.97,12.314674,75.751385
100678,KUSHALNAGAR WORKS (KUSHALNAGAR),KUSHALNAGAR,Karnataka,571232,92.19,12.450596,75.968452
100679,KUSHALNAGAR WORKS (POLIBETTA),POLIBETTA,Karnataka,571215,92.23,12.239152,75.913213
100680,GANESH AGENCY,SOMWARPET,Karnataka,571234,92.25,12.59845,75.85113348
100681,COORG FUELS,VIRAJPET,Karnataka,571218,92.18,12.193317,75.802028
100682,K.V.NIRANJAN,BANASANDRA,Karnataka,572114,91.39,13.311307,76.655535
100685,SRI MANJUNATHASWAMY SERVICE STATION,SHIMOGA,Karnataka,577202,92.23,13.916135,75.564638
100686,S.G.SHIVASHANKARAIAH & SONS,BHADRAVATHI,Karnataka,577301,92.23,13.842523,75.697546
100687,KUMAR ENTERPRISES,AYYANUR,Karnataka,577211,92.02,14.009113,75.438051
100688,GAJANANA FILLING STATION,SAGAR,Karnataka,577401,92.23,14.166745,75.04353
100690,H V R & H V K,THIRTHAHALLI,Karnataka,577432,91.68,13.690565,75.249285
100696,SOWKAR M BABA PAI (WEST MAIDAN),MANGALORE,Karnataka,575001,90.21,12.888064,74.835455
100699,BHASKAR SARVOTTAM KAMATH & SONS,UPPINANGADY,Karnataka,574241,90.61,12.837373,75.241018
100702,MYMPSN,MANGALORE,Karnataka,575001,74.78,12.85582,74.833446
100703,DEEPAK SALES & SERVICES,MANGALORE,Karnataka,575011,90.17,12.948997,74.810409
100704,SRI DURGA SERVICE STATION,B.C.ROAD (NR.FR.PET),Karnataka,574219,90.33,12.876666,75.01215
100778,ANURADHA AUTO SERVICE CENTRE,VISAKHAPATNAM,Andhra Pradesh,530012,96.24,17.716564,83.204724
100779,BHAGYALAXMI FILLING STATION,VISAKHAPATNAM,Andhra Pradesh,530017,96.24,17.747624,83.331127
100781,CHAKKA SRIRAMAMURTHY &SURYANARAYANA,PAYAKARAOPET,Andhra Pradesh,531126,96.96,17.367395,82.566744
100782,CHAKKA SRIRAMAMURTHY &SURYANARAYANA,YELAMANCHILI,Andhra Pradesh,531055,96.67,17.554223,82.858696
100785,J C ENTERPRISES,ANANDAPURAM,Andhra Pradesh,531163,96.38,17.901081,83.397291
100786,MAHALAKSHMI ENTERPRISES,OLD GAJUWAKA,Andhra Pradesh,530026,96.3,17.68395,83.202367
100787,MATSYA MARINES,VISAKHAPATNAM,Andhra Pradesh,530001,96.24,17.699796,83.302159
100788,ONDURU BOJJAIAH SON,PADERU,Andhra Pradesh,531024,96.99,18.081996,82.665466
100790,SRI SATYASAI ENTERPRISES,SABBAVARAM,Andhra Pradesh,531034,96.31,17.78236,83.117279
100791,SRI RAMAKRISHNA STATION,ANAKAPALLE,Andhra Pradesh,531001,,17.68723,83.017145
100792,SRINIVASA SERVICE CENTRE,UGGINIPALEM,Andhra Pradesh,531031,96.48,17.642284,82.903946
100793,SRINIVASA AUTOMOBILE SERVICE STN,VISAKHAPATNAM,Andhra Pradesh,530003,96.24,17.724834,83.309147
100795,TIRUMALA ENTERPRISES,VISAKHAPATNAM,Andhra Pradesh,530001,96.24,17.713353,83.294187
100797,SIMHADRI AGENCIES,VISAKHAPATNAM,Andhra Pradesh,530001,96.24,17.761888,83.334045
100798,V CHALAMAIAH SONS,VISAKHAPATNAM,Andhra Pradesh,530026,96.19,17.685495,83.216825
100801,SRINIVASA AUTO CENTRE,THIMMAPURAM,Andhra Pradesh,531083,96.75,17.422511,82.737839
100802,GENERAL ENTERPRISES,VIZIANAGARAM,Andhra Pradesh,535003,96.8,18.107236,83.396342
100803,M SANYASI CHETTY & GURU MURTHY,BHUSAIVALASA,Andhra Pradesh,535579,97.44,18.483093,83.285096
100804,M.CHINA SANYASI CHETTY & SON,SALUR,Andhra Pradesh,535591,97.44,18.518416,83.201138
100806,SRI VENKATADURGA ENTERPRISES,KOTHAVALASA,Andhra Pradesh,535183,96.31,17.883516,83.188133
100807,P SATYANARAYANA GUPTA,RAJAM,Andhra Pradesh,532127,97.38,18.449425,83.661097
100809,SRIKAKULAM SERVICE STATION,SRIKAKULAM,Andhra Pradesh,532001,,18.29476,83.900193
100811,SRI BALAJI AGENCIES,KAKINADA,Andhra Pradesh,533001,97.71,16.954213,82.231531
100812,LAKEVIEW FILLING STATION,KAKINADA,Andhra Pradesh,533003,97.71,16.994287,82.24278
100814,AKSHAY AUTOMOBILES,KAKINADA,Andhra Pradesh,533001,97.71,17.017371,82.263033
100815,CHAKKA SRIRAMAMURTHY &SURYANARAYANA,VELAMKOTHUR,Andhra Pradesh,533401,97.03,17.340433,82.511369
100816,CHAKKA SRIRAMAMURTHY &SURYANARAYANA,PITHAPURAM,Andhra Pradesh,533450,97.47,17.110251,82.255012
100830,SRI LAKSHMI AGENCIES,RAJAHMUNDRY,Andhra Pradesh,533101,96.74,17.012223,81.782055
100832,SREE SURYAPRAKASH SERVICE STATION.,RAJAHMUNDRY,Andhra Pradesh,533103,96.74,17.027302,81.808044
100834,BUCHIBABU FILLING CENTRE,ETHAKOTA,Andhra Pradesh,533222,97.06,16.724978,81.83086
100835,SRI BHIMESWARA AGENCIES,AMALAPURAM,Andhra Pradesh,533201,97.4,16.581128,81.99682
100836,SRI RAMA SURYA SATYA AGENCIES,AMALAPURAM,Andhra Pradesh,533201,97.4,16.57816,82.00214
100837,PADMA PETROLEUMS,ANAPARTHY,Andhra Pradesh,533342,96.93,16.931269,81.953636
100838,SRI PATTABHIRAM COMMERCIAL SYNDICAT,MALKIPURAM,Andhra Pradesh,533255,97.67,16.408749,81.796702
100840,KONASEEMA PETROFILL,RAVULAPALEM,Andhra Pradesh,533238,97.05,16.743719,81.833843
100841,V.VEERARAJU,DWARAPUDI,Andhra Pradesh,533341,96.92,16.922617,81.915391
100842,SRI VENKATESWARA MOTOR OIL CO.,GOKAVARAM,Andhra Pradesh,533286,96.63,17.263818,81.851578
100843,K.KANAKAIAH & CO.,MACHILIPATNAM,Andhra Pradesh,521001,97.75,16.185813,81.13569
100844,KANCHI SEETHARAMAIAH & SONS,TIRUVURU,Andhra Pradesh,521235,97.31,17.10108,80.614677
100845,SRI LAKSHMI PRANAV FILLING STATION,BANTUMILLI,Andhra Pradesh,521324,98.01,16.366239,81.272362
100846,RAVI RAGHAVAIAH & SONS,CHALLAPALLI,Andhra Pradesh,521126,97.72,16.116544,80.931222
100849,SRI VENKATESWARA AUTOMOBILES,BAPULAPADU,Andhra Pradesh,521105,97.37,16.635188,80.970482
100851,AMAR AUTOMOBILES (A/C MAHESHWARI UD,MUMBAI,Maharashtra,400019,89.98,19.026304,72.854449
100852,AURO PETROLEUM CENTRE,MUMBAI,Maharashtra,400071,89.98,19.051732,72.90265
100854,BAHRI AUTO SERVICE,MUMBAI,Maharashtra,400071,89.98,19.051588,72.901485
100855,BAJRANG AUTO SERVICE,MUMBAI,Maharashtra,400059,89.98,19.108037,72.880894
100856,BHARUCHA AUTO SERVICE,MUMBAI,Maharashtra,400016,89.98,19.035216,72.842588
100857,BOMBAY PETROLEUMS,MUMBAI,Maharashtra,400028,89.98,19.025233,72.84038
100858,BORIVALI PETROL SUPPLY,MUMBAI,Maharashtra,400092,90.08,19.233697,72.856828
100860,CHHEDA SERVICE STATION,MUMBAI,Maharashtra,400080,90.09,19.177731,72.943649
100862,DAULAT AUTOMOBILES,MUMBAI,Maharashtra,400001,89.98,18.936852,72.839711
100863,DAYARAM SANTDAS & CO,MUMBAI,Maharashtra,400036,89.98,18.965334,72.80398
100864,DESAI AUTO SERVICE,MUMBAI,Maharashtra,400022,89.98,19.043377,72.863915
100867,EXPRESS SERVICES QR,MUMBAI,Maharashtra,400020,89.98,18.937834,72.82736
100868,EXPRESS PETROLEUM COLABA,MUMBAI,Maharashtra,400005,89.98,18.91663,72.827154
100869,FAMOUS AUTO SERVICE STATION,MUMBAI,Maharashtra,400092,90.08,19.217907,72.851387
100870,AUTO CENTRE,ELURU,Andhra Pradesh,534006,97.69,16.710279,81.09399
100871,THE ELURU PETROL SUPPLY COMPANY,ELURU,Andhra Pradesh,534006,97.69,16.710275,81.093981
100874,SRI VENKATESWARA SERVICE STATION,ELURU,Andhra Pradesh,534005,97.69,16.716753,81.116057
100876,DARA KRISHNA RAO,TADEPALLIGUDEM,Andhra Pradesh,534101,97.52,16.815551,81.5201
100877,SRI VENKATESWARA AUTO,TADEPALLIGUDEM,Andhra Pradesh,534102,,16.80224,81.531429
100880,J.V.L. NARASIMHA RAO,PERAVALI,Andhra Pradesh,534122,97.25,16.7444837,81.7498342
100882,R.AMMIRAJU & BROTHERS,NIDADAVOLU,Andhra Pradesh,534122,97.06,16.903073,81.676226
100883,RAMA CORPORATION,PRATHIPADU,Andhra Pradesh,534156,97.52,16.834776,81.694679
100884,MOTILAL RUPCHAND,KOVVUR,Andhra Pradesh,534350,96.82,17.02,81.731522
100886,P. NARASIMHA SWAMY,PALACOLE,Andhra Pradesh,534260,97.45,16.44397,81.70214
100887,SRI VENKATESWARA AGRO,CHINTALAPUDI,Andhra Pradesh,534460,97.74,17.062949,80.983369
100888,SRI GOPALA KRISHNA PETROL PUMP,JANGAREDYGUDM,Andhra Pradesh,534447,97.51,17.12005,81.298064
100892,SRI RAMA PETROL PUMP,KHAMMAM,Telangana,507001,95.72,17.249802,80.133306
100894,JANARDHANAM SERVICE STATION,BADRACHALAM,Telangana,507111,97.13,17.670703,80.893527
100895,K.JANARDHANAM & C. SUDARSAN DAS,KOTHAGUDEM,Telangana,507101,96.43,17.551582,80.616439
100897,SITARAMA OIL TRADERS,KHAMMAM,Telangana,507133,96.99,18.069406,80.829525
100898,THAKUR PETROL SUPPLY,GARLA,Telangana,507210,96.02,17.466532,80.146588
100910,CSR MURTHY(UGGINIPALEM),UGGINIPALEM VILLAGE,Andhra Pradesh,531031,96.48,17.645512,82.907899
100911,CSR MURTHY & SURYANARAYANA,TUNI,Andhra Pradesh,533401,,17.358143,82.54281
100913,Sri Ramakrishna Station,BAYYAVARAM,Andhra Pradesh,531031,96.44,17.659654,82.936341
100914,PODUGU SWAMULU & SONS,AKKIVALASA,Andhra Pradesh,532403,97.0,18.260527,83.788058
100915,SRIKAKULAM SER STN.,PEDDAPADU,Andhra Pradesh,532001,97.26,18.323172,83.937413
100916,RAMGOPAL & CO,KAKINADA,Andhra Pradesh,533001,97.71,17.024559,82.232842
100925,J.NARASIMHA RAO & SONS,KHAMMAM,Telangana,507003,95.77,17.225067,80.277217
100926,SRI MOTILAL RUPCHAND,NARSAPUR,Andhra Pradesh,534275,97.55,16.443958,81.702163
100930,GATEWAY AUTO SERVICES,MUMBAI,Maharashtra,400001,89.98,18.924391,72.832833
100932,GILL AUTO SERVICE,MUMBAI,Maharashtra,400015,89.98,18.985612,72.842528
100933,GODREJ & BOYCE MFG.CO.PVT LTD.,MUMBAI,Maharashtra,400079,89.98,19.105207,72.922392
100936,GOREGAON PETROL SUPPLY CO,MUMBAI,Maharashtra,400062,90.19,19.166072,72.845856
100937,"GURUNANAK AUTOMOBILES,A/C ANDHERI",MUMBAI,Maharashtra,400099,89.98,19.116191,72.856341
100940,HIGHWAY AUTOMOBILES GHATKOPAR,MUMBAI,Maharashtra,400086,89.98,19.095677,72.915104
100944,J.SINGH BROTHERS. (A/C GP RD),MUMBAI,Maharashtra,400010,89.98,18.96965,72.845215
100945,JANATA SERVICE STATION,MUMBAI,Maharashtra,400010,89.98,18.97629,72.846719
100946,J.B. PATEL& CO(A/C MAMA P RD),MUMBAI,Maharashtra,400004,89.98,18.953898,72.816273
100947,JOGESHWARI PETROL SUPPLYCO.,MUMBAI,Maharashtra,400060,90.02,19.131122,72.847309
100949,OM SIDDHESHWARI FUEL WORLD,MUMBAI,Maharashtra,400058,89.98,19.112654,72.841472
100950,KAKA AUTOMOBILES,MUMBAI,Maharashtra,400078,90.01,19.142992,72.932953
100951,KAUSAR AUTO SERVICE,MUMBAI,Maharashtra,400011,89.98,18.979171,72.824836
100952,KENIA AUTOMOBILES,MUMBAI,Maharashtra,400015,89.98,18.986749,72.843869
100953,LAKHBIR AUTOMOBILES,MUMBAI,Maharashtra,400029,89.98,19.07099,72.862172
100954,LAXMI ENTERPRISES,MUMBAI,Maharashtra,400033,89.98,18.980428,72.851006
100955,LIBERTY  AUTOMOBILES,MUMBAI,Maharashtra,400005,89.98,18.919432,72.829776
100956,MADHAV MOTORSTORES PVT.LTD.A/CANDHE,MUMBAI,Maharashtra,400058,89.98,19.117832,72.844981
100957,MAHAVIR AUTO,MUMBAI,Maharashtra,400078,90.01,19.155509,72.937902
100959,MANHAS AUTO SERVICE,MUMBAI,Maharashtra,400015,89.98,18.998667,72.849183
100960,MASTAKAR AUTO SERVICE STN.,MUMBAI,Maharashtra,400010,90.02,19.142677,72.831676
100961,MODERN SERVICE STATION,MUMBAI,Maharashtra,400007,89.98,18.964647,72.819811
100962,NATIONAL PETROL CO. ( A/C DADAR),MUMBAI,Maharashtra,400028,89.98,19.021495,72.837214
100966,NEW BOMBAY AUTO SUPPLY CO,MUMBAI,Maharashtra,400050,89.98,19.06155,72.835731
100967,NEW KAMPALA S. STATION,MUMBAI,Maharashtra,400026,89.98,18.972535,72.809478
100969,PATEL AUTOMOBILESA/C GOREGAON,MUMBAI,Maharashtra,400062,90.19,19.170995,72.84549
100970,PATEL BROTHERS,MUMBAI,Maharashtra,400008,89.98,18.969219,72.832319
100971,PETROLEUM & MINERALS PVT LTD A/C T,MUMBAI,Maharashtra,400007,89.98,18.966318,72.813655
100973,PETROLEUM & MINERALS PVT LTD (A/C P,MUMBAI,Maharashtra,400003,89.98,18.948825,72.835293
100974,"PRAKASH AUTOMOBILES,A/C JVPD",MUMBAI,Maharashtra,400058,89.98,19.116459,72.828741
100976,RADIANT PETROLEUM PRODUCTS PVT LTD,MUMBAI,Maharashtra,400071,89.98,19.053887,72.893404
100977,RAJ AUTOMOBILES,MUMBAI,Maharashtra,400007,89.98,18.961572,72.821624
100978,RAVI AUTO SERVICES,MUMBAI,Maharashtra,400025,89.98,19.011144,72.820509
100980,SARDAR AUTOMOBILES,MUMBAI,Maharashtra,400011,,18.976626,72.8237
100981,SATGURU AUTOMOBILES (A/C WADALA),MUMBAI,Maharashtra,400031,89.98,19.016208,72.85189
100982,SETHI AUTOMOBILES,MUMBAI,Maharashtra,400010,89.98,18.979052,72.843667
100983,SHAH PETROLEUM PRODUCTS A/C CHEMBUR,MUMBAI,Maharashtra,400071,89.98,19.07013,72.901177
100985,SHETKARI SAHKARI SANGH LIMITED,MUMBAI,Maharashtra,400012,89.98,19.004997,72.844506
100986,SHETTY AUTO SERVICE,MUMBAI,Maharashtra,400014,89.98,19.008844,72.84126
100990,TAJ AUTOMOBILES,MUMBAI,Maharashtra,400007,89.98,18.966903,72.819371
100991,TAXIMENS SERVICES,MUMBAI,Maharashtra,400014,89.98,19.013922,72.843905
100992,TAXIMENS SERVICES LTD. (A/C BANDRA,MUMBAI,Maharashtra,400050,89.98,19.053659,72.838078
100994,UGANDA SERVICE STATION,MUMBAI,Maharashtra,400031,89.98,19.014166,72.855229
100995,UNITED MOTORS INDIA PVT LTD.,MUMBAI,Maharashtra,400007,89.98,18.958515,72.810639
100996,UNIVERSAL MOTORS,MUMBAI,Maharashtra,400010,89.98,18.970928,72.840893
100997,VARMA AUTOMOBILES,MUMBAI,Maharashtra,400003,89.98,18.952621,72.841667
100999,VIJAY SERVICE STATION,MUMBAI,Maharashtra,400010,89.98,18.97372,72.844968
101000,VIKHROLI AUTOMOBILES,MUMBAI,Maharashtra,400083,89.98,19.124854,72.924967
101001,VIKRAM AUTO SERVICES,MUMBAI,Maharashtra,400058,89.98,19.12457,72.823283
101002,WORLIWAY SERVICE STATION A/C PLOT 8,MUMBAI,Maharashtra,400018,89.98,18.99797,72.817376
101868,BP GHAR KANNEVALASA,KANNEVALASA,Andhra Pradesh,532195,97.51,18.534513,84.166377
101872,BP-RAJANAGARAM,RAJANAGARAM,Andhra Pradesh,533294,96.63,17.081564,81.901531
101873,ADARSH SERVICE STATION,MUMBAI,Maharashtra,400057,89.98,19.097266,72.850729
101875,DASHMESH AUTOMOBILES,MUMBAI,Maharashtra,400070,89.98,19.08501,72.885546
101876,AMAR AUTOMOBILES (A/C WADI BUNDER ),MUMBAI,Maharashtra,400010,89.98,18.960996,72.843762
101877,MARINE SERVICES,MUMBAI,Maharashtra,400009,89.98,18.957213,72.849668
101894,B.M.TAWRI,SINNAR,Maharashtra,422103,91.3,19.845726,73.991161
101896,KHALSA AUTOMOBILES,NASHIK,Maharashtra,422003,91.28,20.010032,73.792704
101898,M.R.RATHI,GHOTI,Maharashtra,412101,91.21,19.699256,73.602911
101899,M.TAHERALI& CO,NASHIK,Maharashtra,422401,91.31,19.903869,73.831674
101901,NATIONAL HOMI AUTO SER.,NASHIK,Maharashtra,422003,,20.008933,73.801842
101902,N.L.GANDHI & CO.,RAJUR,Maharashtra,422101,91.32,19.906137,73.700828
101903,OM SERVICE STN.,NASHIK,Maharashtra,422002,91.28,19.997709,73.781593
101904,PRAKASH AUTOMOBILES,NASHIK,Maharashtra,422002,91.28,19.983499,73.78224
101905,SRI SADGURU AUTOMOBILES,"WAVI, SINNAR",Maharashtra,422104,91.02,19.80751,74.234107
101906,VINOD AUTO,NASHIK,Maharashtra,422002,91.28,19.994786,73.762894
101908,C.R.CONTRACTOR,VADAPPEI,Maharashtra,421302,90.41,19.344343,73.127291
101909,C.P.SHAH & SONS,TALASIRI,Maharashtra,401606,91.24,20.124002,72.916427
101910,J.K.& SONS,PURNANDI,Maharashtra,421302,90.24,19.257192,73.025955
101911,KUNAL AUTOMOBILES,KHARBHAV,Maharashtra,400071,90.29,19.296858,72.995543
101912,MONTGOMERY AUTOMOBILES,REHNALDI,Maharashtra,421302,90.26,19.264179,73.032064
101914,R.MAYER IRANI,DAHANU,Maharashtra,401602,91.18,19.98828,72.750403
101915,SUNDERLAL BENI PD.,BHIWANDI,Maharashtra,421302,90.35,19.296928,73.063043
101917,Y C SHAH & CO,JAWAHAR,Maharashtra,401603,91.35,19.916957,73.231351
101918,A.I.TRANSPORT,RAIGAD,Maharashtra,402106,90.87,18.538016,73.138769
101919,ABOOBAKAR & CO.,TALOJA,Maharashtra,410208,90.35,19.07122,73.089586
101920,A.G.JAJAL & SONS,PANVEL,Maharashtra,410206,90.28,18.971843,73.130903
101921,AMOL AUTOMOBILES,SHEDUNG,Maharashtra,410206,90.35,18.951748,73.174787
101922,AIROLI SERVICE CENTRE,NAVI MUMBAI,Maharashtra,400708,90.18,19.148925,72.999725
101923,DHARAMTAR MOTOR STORES,WADKHAL,Maharashtra,402107,90.64,18.709932,73.050345
101924,GURUGOBIND MOTORS,NADHAL,Maharashtra,410206,90.48,18.902469,73.221981
101925,HIGHWAY AUTO SERVICE,MAHAD,Maharashtra,402301,91.57,18.085645,73.438717
101926,HEMKUNT AUTOMOBILES,KHOPOLI,Maharashtra,410203,,18.84909,73.277991
101927,VIMAL PATIL AUTO SERVICE,NAGOTHANE,Maharashtra,402125,90.87,18.568718,73.099094
101928,DRONAGIRI SERVICE CENTRE,DRONAGIRI,Maharashtra,400707,90.33,18.901054,73.006379
101930,KRISHNA PETROLEUM CENTRE,KALAMBOLI,Maharashtra,410218,90.23,19.017976,73.11253
